58566,0
100136,0
18214,0
53356,0
139490,0
51301,0
150493,0
140071,0
145868,0
96011,0
87388,0
96104,0
108685,0
75505,0
55655,0
116844,0
102601,0
112295,0
27003,0
19629,0
110670,0
115496,0
137455,0
68660,0
116157,0
71692,0
26881,0
79396,0
7769,0
75092,0
157230,0
94444,0
108383,0
5784,0
89002,0
137359,0
155572,0
122258,0
54001,0
90552,0
3438,0
143514,0
108489,0
50590,0
55515,0
138870,0
76416,0
121421,0
107410,0
151031,0
65206,0
35724,0
102306,0
67187,0
65324,0
87220,0
123682,0
18901,0
60425,0
90778,0
83971,0
41545,0
133198,0
120262,0
153385,0
11887,0
33505,0
141764,0
66794,0
53994,0
2222,0
18714,0
108581,0
72901,0
18891,0
73262,0
43972,0
82503,0
119180,0
88457,0
102772,0
63590,0
42209,0
109019,0
66757,0
146728,0
72807,0
88236,0
155981,0
18501,0
89555,0
54573,0
121572,0
65061,0
27778,0
62585,0
34912,0
85798,0
8736,0
113610,0
76355,0
130489,0
106133,0
136612,0
146339,0
125351,0
122675,0
132228,0
48558,0
18269,0
111154,0
70312,0
154028,0
50911,0
50019,0
65714,0
38425,0
16887,0
33572,0
142615,0
65016,0
90872,0
1996,0
57310,0
135667,0
77701,0
95559,0
159396,0
5561,0
88172,0
16345,0
73681,0
69731,0
71606,0
138196,0
145951,0
74986,0
113208,0
16541,0
75388,0
49893,0
119863,0
43685,0
96816,0
84527,0
144817,0
125174,0
122182,0
143012,0
125304,0
107603,0
53095,0
44452,0
2148,0
111662,0
157530,0
116428,0
62259,0
95222,0
129616,0
149969,0
35822,0
134592,0
7622,0
149937,0
155612,0
146548,0
7821,0
126865,0
38888,0
69336,0
44232,0
108726,0
137419,0
24735,0
91826,0
127515,0
99978,0
134390,0
144456,0
75758,0
16468,0
34483,0
106500,0
132450,0
105107,0
22564,0
141069,0
8257,0
120023,0
2146,0
15901,0
129344,0
92605,0
85868,0
120033,0
93805,0
124164,0
75981,0
13101,0
129611,0
150080,0
91794,0
102857,0
150067,0
26194,0
154828,0
79996,0
91718,0
28078,0
3981,0
6658,0
150193,0
86138,0
123111,0
42824,0
75029,0
83256,0
151015,0
108046,0
143834,0
59489,0
142267,0
50334,0
59787,0
109671,0
98191,0
41528,0
99361,0
159063,0
155836,0
83931,0
115821,0
97414,0
89685,0
97513,0
55699,0
157037,0
73060,0
43428,0
16155,0
121480,0
61160,0
26223,0
18842,0
86224,0
41666,0
141320,0
127692,0
3600,0
85979,0
147219,0
25966,0
98539,0
132454,0
94156,0
72831,0
119492,0
116688,0
5717,0
26993,0
145241,0
126036,0
24278,0
90853,0
65775,0
134814,0
67189,0
96324,0
61541,0
65906,0
43155,0
117812,0
44937,0
43436,0
10284,0
149806,0
127665,0
124603,0
102852,0
32808,0
102497,0
152426,0
14373,0
75450,0
67097,0
49415,0
140536,0
28925,0
39592,0
103688,0
127680,0
51667,0
42721,0
16708,0
143030,0
153075,0
22192,0
86454,0
130284,0
1014,0
117414,0
36965,0
101172,0
50404,0
6291,0
157162,0
101428,0
125855,0
27186,0
105663,0
19552,0
82074,0
135125,0
35613,0
152804,0
42321,0
79658,0
99523,0
130494,0
140242,0
73194,0
1917,0
141394,0
133019,0
138926,0
5245,0
21290,0
14793,0
85056,0
8155,0
53222,0
140897,0
131898,0
153877,0
151814,0
55145,0
26510,0
124783,0
141758,0
124321,0
149483,0
98714,0
146722,0
60498,0
84465,0
156564,0
150821,0
155771,0
92664,0
131009,0
99404,0
121499,0
117013,0
28007,0
18015,0
53696,0
22697,0
4875,0
121700,0
152001,0
114394,0
16963,0
107715,0
49351,0
71858,0
47370,0
65008,0
16237,0
125965,0
90086,0
48783,0
44149,0
67104,0
118134,0
10798,0
9327,0
79782,0
57075,0
62531,0
16272,0
135866,0
21643,0
93944,0
32245,0
78559,0
71213,0
125175,0
22209,0
85952,0
47582,0
44470,0
37680,0
75545,0
138643,0
98421,0
32480,0
18828,0
79942,0
42228,0
116472,0
106691,0
64916,0
6804,0
13685,0
91324,0
74019,0
39051,0
114718,0
114261,0
50173,0
